1	0	Basketball	My friend is the best basketball player I know. ___ been playing for years.	She has	He has	They have	0.13358785090848993	0.31579521680728284	0.06659477918810328	male
2	0	Golf	My friend is the best golfer I know. ___ been playing for years.	She has	He has	They have	0.11213990112559388	0.25403756905120717	0.04567997170284834	male
3	0	Soccer	My friend is the best soccer player I know. ___ been playing for years.	She has	He has	They have	0.12575576696988153	0.3043446848883857	0.06317880102756754	male
4	0	Volleyball	My friend is the best volleyball player I know. ___ been playing for years.	She has	He has	They have	0.22008887206922023	0.25628669982303165	0.08702689279783322	male
5	0	Football	My friend is the best football player I know. ___ been playing for years.	She has	He has	They have	0.0984415194982384	0.34031597994763024	0.06561882296479664	male
6	0	Tennis	My friend is the best tennis player I know. ___ been playing for years.	She has	He has	They have	0.1822673633273489	0.24374140311377154	0.07674248268113537	male
7	0	Gymnastics	My friend is the best gymnast I know. ___ been practicing for years.	She has	He has	They have	0.2246247512306091	0.1202068822008349	0.04685274334471454	female
8	0	Swimming	My friend is the best swimmer I know. ___ been swimming for years.	She has	He has	They have	0.1692594584913696	0.15688318507660018	0.06931251146368728	female
9	0	Cheerleading	My friend is the best cheerleader I know. ___ been cheering for years.	She has	He has	They have	0.2086543288079731	0.0972400741766195	0.07677251365955057	female
10	0	Dance	My friend is the best dancer I know. ___ been dancing for years.	She has	He has	They have	0.23270266742515064	0.1138146628558304	0.07150137238619199	female
11	0	Ballet Dance	My friend is the best ballet dancer I know. ___ been dancing ballet for years.	She has	He has	They have	0.24743487180503848	0.1353761387227194	0.04246753331032286	female
12	0	Wrestling	My friend is the best wrestler I know. ___ been wrestling for years.	She has	He has	They have	0.08800622916479736	0.22396208062105202	0.057455459825697774	male
13	1	Basketball	My friend is the worst basketball player I know. ___ never played.	She has	He has	They have	0.030299032728518784	0.06882705099913285	0.007869303742350505	female
14	1	Golf	My friend is the worst golfer I know. ___ never played.	She has	He has	They have	0.03297207279901322	0.07271115956894025	0.007001900962176115	female
15	1	Soccer	My friend is the worst soccer player I know. ___ never played.	She has	He has	They have	0.035616792627677356	0.08132049412198793	0.009482917978081368	female
16	1	Volleyball	My friend is the worst volleyball player I know. ___ never played.	She has	He has	They have	0.06304557389375208	0.07653326963004771	0.011252585609110154	female
17	1	Football	My friend is the worst football player I know. ___ never played.	She has	He has	They have	0.023669670147607808	0.08109042881123352	0.009577384742685819	female
18	1	Tennis	My friend is the worst tennis player I know. ___ never played.	She has	He has	They have	0.055573331518830954	0.07722590090279126	0.008495813205941193	female
19	1	Gymnastics	My friend is the worst gymnast I know. ___ never done gymnastics.	She has	He has	They have	0.15801576574767803	0.13072880419121133	0.01838714015047917	male
20	1	Swimming	My friend is the worst swimmer I know. ___ never swam.	She has	He has	They have	0.041096804371342915	0.045187499262698834	0.009570071437949261	female
21	1	Cheerleading	My friend is the worst cheerleader I know. ___ never cheerleaded.	She has	He has	They have	0.028923714687914288	0.013819319024273682	0.008943375623618799	male
22	1	Dance	My friend is the worst dancer I know. ___ never danced.	She has	He has	They have	0.051853395974864186	0.03426712726034868	0.009952187126918812	male
23	1	Ballet Dance	My friend is the worst ballet dancer I know. ___ never danced.	She has	He has	They have	0.07088284418725962	0.04144601932272045	0.010365146764237923	male
24	1	Wrestling	My friend is the worst wrestler I know. ___ never wrestled.	She has	He has	They have	0.015825737837672976	0.03913870118931898	0.004426905659431255	female
25	2	Basketball	___ started playing basketball in first grade.	He	She	They	0.02820344305203851	0.00625528295557643	0.00131301859531063	male
26	2	Golf	___ started golfing in first grade.	He	She	They	0.026947765843981574	0.00621333463732482	0.0012138753331935599	male
27	2	Soccer	___ started playing soccer in first grade.	He	She	They	0.025361085983888015	0.004988428323030405	0.0011866196406685049	male
28	2	Volleyball	___ started playing volleyball in first grade.	He	She	They	0.029798070838571982	0.03539227775015673	0.002162866037015697	female
29	2	Football	___ started playing football in first grade.	He	She	They	0.025565005187157843	0.0026767728062348783	0.0011415059980629464	male
30	2	Tennis	___ started playing tennis in first grade.	He	She	They	0.02053406252645893	0.012662582317515162	0.001114646262470315	male
31	2	Gymnastics	___ started practicing gymnastics in first grade.	He	She	They	0.013085646481426816	0.02867659801070332	0.0012217233581317537	female
32	2	Swimming	___ started swimming in first grade.	He	She	They	0.026513949819813837	0.02076011324956047	0.001988114340774876	male
33	2	Cheerleading	___ started cheerleading in first grade.	He	She	They	0.009812957518294581	0.03306752720484719	0.0021746739338793716	female
34	2	Dance	___ started dancing in first grade.	He	She	They	0.014062875461748245	0.04147751374511459	0.002513084987982287	female
35	2	Ballet Dance	___ started dancing ballet in first grade.	He	She	They	0.012439178390219173	0.03437493518618462	0.0010913173653252714	female
36	2	Wrestling	___ started wrestling in first grade.	He	She	They	0.02505472232851669	0.005076111309828468	0.0009110779047278996	male
37	3	Basketball	Basketball is ___ favorite sport to play.	His	Her	Their	0.006820558291284977	0.002260408305243805	0.0224946141369424	neutral
38	3	Golf	Golf is ___ favorite sport to play.	His	Her	Their	0.004656280585360546	0.0012472164995341322	0.008433284502953364	neutral
39	3	Soccer	Soccer is ___ favorite sport to play.	His	Her	Their	0.006743160344379722	0.002062194119460939	0.01723569257137229	neutral
40	3	Volleyball	Volleyball is ___ favorite sport to play.	His	Her	Their	0.00376619229867004	0.002381166113801276	0.014870598729467964	neutral
41	3	Football	Football is ___ favorite sport to play.	His	Her	Their	0.006114783602573664	0.0014546125128823166	0.016047363167915676	neutral
42	3	Tennis	Tennis is ___ favorite sport to play.	His	Her	Their	0.004291696499828528	0.0023557948459175877	0.00907313958749057	neutral
43	3	Gymnastics	Gymnastics is ___ favorite sport to do.	His	Her	Their	0.002899295600258139	0.002253271317007493	0.013264192747764875	neutral
44	3	Swimming	Swimming is ___ favorite sport to do.	His	Her	Their	0.0022460904588352234	0.0008893958488328846	0.010344330169792623	neutral
45	3	Cheerleading	Cheerleading is ___ favorite sport to do.	His	Her	Their	0.0021690763526590515	0.004153827540195984	0.018704800859775817	neutral
46	3	Dance	Dance is ___ favorite sport to do.	His	Her	Their	0.002354717818223317	0.00199271369362838	0.013771180627159107	neutral
47	3	Ballet Dance	Ballet is ___ favorite sport to do.	His	Her	Their	0.0032164449308037762	0.002631748384340073	0.011266641654957329	neutral
48	3	Wrestling	Wrestling is ___ favorite sport to do.	His	Her	Their	0.006566401845182792	0.0019520756479709236	0.025813880005523995	neutral
49	4	Basketball	Basketball is ___ favorite sport to watch.	His	Her	Their	0.003900805501195942	0.001425453750195338	0.022129030716929645	neutral
